Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"Dark elven warlock",375,23,10,0,0,0,Standard,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"Master rogue",376,23,10,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Red dragon bat",377,23,20,28,0,0,Bat,0,0,-3,3,-1,-4,55,="27+12",="27+10",="34+10",8,37,33,="30+12",="69+28"
"Killer white beetle",378,23,0,55,0,0,Beetle,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Ice skeleton",379,23,0,0,0,0,Standard,4,-1,-4,2,3,2,115,="20+12",="18+7",="34+10",0,13,10,="80+30",="55+30"
"Angamaite of Umbar",380,24,0,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Kouko",381,24,0,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Mime, the Nibelung",382,24,0,0,0,0,Standard,3,0,1,3,3,-1,113,="48+15",="40+12",="42+10",6,37,34,="69+21",="60+14"
"Hagen, Son of Alberich",383,24,0,0,0,0,Standard,3,0,1,3,3,-1,113,="48+15",="40+12",="42+10",6,37,34,="69+21",="60+14"
"Meneldor the Swift",384,38,30,65,0,0,Giant Bird,3,1,0,5,4,2,80,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Phantom beast",385,24,0,0,0,0,Standard,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Great white shark",386,24,10,70,0,0,Fish,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"4-headed hydra",387,24,10,70,0,0,Hydra2,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Lesser hell-beast",388,24,5,0,0,0,Standard,-1,-1,-1,-1,-1,-3,95,="15+5",="18+7",="28+9",1,12,12,="48+13",="20+11"
"Tyrannosaurus",389,24,10,70,0,0,Reptile,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Mummified human",390,24,0,0,0,0,Standard,6,-8,-8,3,6,-2,124,="20+12",="13+7",="36+10",0,13,7,="85+30",="55+30"
"Vampire bat",391,24,10,40,0,0,Vampire Bat,0,2,-3,4,-1,-3,60,="47+15",="40+12",="42+10",8,37,39,="55+21",="57+14"
"Sangahyando of Umbar",392,24,0,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"It",393,24,0,0,0,0,Standard,0,3,1,4,0,-2,100,="52+15",="43+12",="36+10",11,44,39,="50+21",="57+14"
"Banshee",394,24,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Carrion crawler",395,25,0,40,0,0,Centipede4,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Xiclotlan",396,25,0,60,0,0,Tree,6,-2,0,-1,4,1,120,="20+12",="19+7",="36+10",0,14,11,="85+30",="52+30"
"Silent watcher",397,25,0,80,0,0,Standard,5,-6,-6,-1,4,2,108,="15+7",="20+10",="38+10",1,17,24,="72+14",="63+25"
"Pukelman",398,25,0,80,0,0,Standard,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Disenchanter beast",399,25,0,60,0,0,Horse,3,-3,1,0,2,2,111,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"Dark elven druid",400,25,10,0,0,0,Standard,-2,0,5,1,-2,5,97,="30+7",="42+11",="52+12",5,24,20,="43+13",="41+11"
"Stone troll",401,25,0,40,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Black",402,25,1,65,0,0,Jelly5,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"Troll priest",403,25,0,50,0,0,Standard,3,-7,2,-4,3,0,107,="20+7",="29+11",="35+12",0,15,13,="68+13",="29+11"
"Wereworm",404,25,0,70,0,0,Giant Worm,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Killer crimson beetle",405,25,0,50,0,0,Beetle,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Vampiric ixitxachitl",406,26,0,50,0,0,Fish,0,-4,3,0,0,0,98,="23+7",="33+11",="39+12",1,17,16,="58+13",="38+11"
"Gnoph-Keh",407,26,0,50,0,0,Horse,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Giant grey ant",408,26,0,0,0,0,Ant,2,-4,-4,0,0,-4,77,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Kharis the Powerslave",409,26,0,0,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Gwaihir the Windlord",410,40,32,65,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Giant red tick",411,26,0,54,0,0,Spider,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Displacer beast",412,26,0,100,0,0,Hound,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"Ulwarth, Son of Ulfang",413,26,0,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Agent of Benedict",414,26,0,0,0,0,Standard,2,1,-1,0,2,1,111,="20+7",="25+11",="34+10",1,14,22,="65+20",="40+17"
"Cave ogre",415,26,0,0,0,0,Standard,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"White wraith",416,26,0,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Angel",417,26,0,60,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Ghoul",418,26,0,0,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Alberich the Nibelung King",419,27,10,0,0,0,Standard,3,0,1,3,3,-1,113,="48+15",="40+12",="42+10",6,37,34,="69+21",="60+14"
"Hellblade",420,27,10,0,0,0,Death-Sword,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Killer red beetle",421,27,0,45,0,0,Beetle,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Beast of Nurgle",422,27,0,50,0,0,Unicorn,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"Creeping adamantite coins",423,27,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Algroth",424,27,0,60,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Flamer of Tzeentch",425,27,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Roper",426,27,5,60,0,0,Tree,7,-2,0,-4,5,2,116,="20+12",="26+9",="40+12",-1,14,11,="85+30",="17+7"
"Headless",427,27,0,0,0,0,Headless,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Vibration hound",428,27,0,30,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Nexus hound",429,27,0,30,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Ogre mage",430,27,0,0,0,0,Standard,-1,3,-1,0,1,-2,100,="27+7",="37+15",="35+11",1,15,25,="54+6",="15+7"
"Grendel",431,27,10,0,0,0,Standard,10,-2,-3,1,7,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"Vampire",432,27,0,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Gorgimera",433,27,0,55,0,0,Gorgimera,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Shantak",434,27,10,55,0,0,Giant Bird,2,-1,-2,3,1,2,80,="45+15",="34+11",="36+10",5,32,34,="64+18",="60+18"
"Colbran",435,27,10,80,0,0,Standard,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Spirit naga",436,28,0,0,0,0,Naga,0,-2,4,0,1,3,100,="27+7",="37+11",="41+12",1,16,15,="58+13",="38+11"
"Corpser",437,28,2,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Fiend of Slaanesh",438,28,10,50,0,0,Spider,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"Stairway to hell",439,28,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"5-headed hydra",440,28,10,80,0,0,Hydra3,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Gachapin",441,29,10,90,0,0,Reptile,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Black knight",442,28,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Seahorse",443,36,10,60,0,0,Fish,-8,6,3,4,-4,-4,87,="40+7",="46+15",="44+11",7,26,30,="22+6",="20+7"
"Cyclops",444,28,5,0,0,0,Standard,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"Clairvoyant",445,28,10,0,0,0,Standard,0,2,5,1,2,2,100,="34+10",="36+11",="41+10",5,25,29,="65+14",="47+18"
"Giant purple worm",446,29,0,65,0,0,Giant Worm,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Catoblepas",447,29,0,55,0,0,Horse,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"Lesser wall monster",448,28,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Mage",449,28,0,0,0,0,Standard,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"Mind flayer",450,28,0,0,0,0,Standard,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"The Ultimate Dungeon Cleaner",451,28,10,80,0,0,Auto-roller,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Deep one",452,28,10,0,0,0,Standard,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"Basilisk",453,28,10,90,0,0,Reptile,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Ice troll",454,28,0,56,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Dhole",455,29,0,64,0,0,Dhole,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Archangel",456,29,0,68,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Ring mimic",457,29,10,0,0,0,Ring,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Chaos tile",458,29,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Young blue dragon",459,29,2,50,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Young white dragon",460,29,2,50,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Young green dragon",461,29,2,60,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Young bronze dragon",462,29,2,63,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Aklash",463,29,0,64,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Mithril golem",464,30,0,100,0,0,Standard,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Skeleton troll",465,30,0,0,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Skeletal tyrannosaurus",466,30,10,55,0,0,Giant Reptile,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Jaws",467,30,10,80,0,0,Fish,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Thorondor",468,55,32,65,0,0,Giant Bird,3,1,0,5,4,2,80,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Giant blue ant",469,30,0,0,0,0,Ant,2,-4,-4,0,0,-4,77,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Grave wight",470,30,0,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Shadow drake",471,33,5,50,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Manticore",472,30,10,15,0,0,Hound,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Giant army ant",473,30,10,40,0,0,Ant,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Killer slicer beetle",474,30,0,60,0,0,Beetle,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Gorgon",475,31,0,88,0,0,Hound,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Gug",476,31,0,0,0,0,Gug,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"Ghost",477,31,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Death watch beetle",478,31,0,60,0,0,Beetle,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Ogre shaman",479,32,0,0,0,0,Standard,2,-3,2,-2,3,2,106,="22+7",="32+11",="37+12",0,15,13,="68+13",="30+11"
"Nexus quylthulg",480,32,0,0,0,0,Quylthulg,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Shelob, Spider of Darkness",481,32,0,80,0,0,Spider,0,2,0,6,3,2,111,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Giant squid",482,32,0,80,0,0,Octopus,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Ghoulking",483,32,10,0,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Doombat",484,32,10,75,0,0,Giant Bat,3,-2,-1,3,1,-2,88,="23+12",="22+10",="27+10",4,33,26,="45+12",="75+28"
"Ninja",485,32,10,0,0,0,Standard,-2,0,0,6,4,3,82,="60+15",="32+10",="46+10",13,60,47,="60+25",="45+11"
"Memory moss",486,32,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Storm giant",487,35,3,0,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Spectator",488,32,0,1,0,0,Eye2,-6,4,1,4,0,-1,87,="45+7",="48+15",="48+11",8,28,35,="24+6",="30+7"
"Bokrug",489,33,0,70,0,0,Reptile,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Biclops",490,33,5,0,0,0,Standard,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"Half-troll",491,33,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Ivory monk",492,33,10,0,0,0,Monk,3,1,3,5,5,1,110,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Bert the Stone Troll",493,33,5,70,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Bill the Stone Troll",494,33,5,70,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Tom the Stone Troll",495,33,5,70,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Cave troll",496,33,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Anti-paladin",497,33,10,0,0,0,Standard,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Logrus master",498,33,10,0,0,0,Standard,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Barrow wight",499,33,0,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Giant skeleton troll",500,33,0,0,0,0,Standard,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"Chaos drake",501,33,5,100,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Law drake",502,33,5,100,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Balance drake",503,33,5,100,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Ethereal drake",504,33,5,100,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Ishikawa Goemon",505,33,10,0,0,0,Standard,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"Fasolt the Giant",506,33,2,0,0,0,Standard,6,-1,-3,1,4,1,118,="39+15",="32+12",="33+10",3,31,29,="85+21",="60+14"
"Logrus ghost",507,33,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Spectre",508,33,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Water troll",509,33,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Fire elemental",510,33,0,50,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Cherub",511,33,10,68,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Water elemental",512,33,0,40,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Multi-hued hound",513,33,5,40,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Night stalker",514,34,20,46,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Velociraptor",515,34,20,60,0,0,Reptile,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Master thief",516,34,20,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Jurt the Living Trump",517,34,10,0,0,0,Standard,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"Lich",518,34,0,0,0,0,Standard,2,3,-2,1,1,2,106,="25+7",="37+11",="39+10",1,17,24,="66+18",="50+15"
"Gas spore",519,34,0,1,0,0,Eye6,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"Master vampire",520,34,0,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Oriental vampire",521,34,0,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Greater mummy",522,34,0,0,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Bloodletter of Khorne",523,34,0,0,0,0,Standard,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"Giant grey scorpion",524,34,10,50,0,0,Scorpion,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"Earth elemental",525,34,-10,60,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Air elemental",526,34,10,50,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Doom drake",527,34,5,100,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Gargoyle",528,34,0,50,0,0,Standard,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"Malicious leprechaun",529,35,10,0,0,0,Standard,1,2,-2,6,3,3,74,="49+15",="33+10",="48+10",19,51,46,="80+25",="50+11"
"Eog golem",530,35,0,125,0,0,Standard,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Sheer Heart Attack, the Bomb Hand",531,35,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Dagashi",532,35,10,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Headless ghost",533,35,10,0,0,0,Headless,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Dread knight",534,35,10,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Leng spider",535,35,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Star vampire",536,35,10,0,0,0,Jelly6,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Smoke elemental",537,35,10,80,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Olog",538,35,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Halfling slinger",539,35,0,0,0,0,Standard,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Gravity hound",540,35,0,30,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Acidic cytoplasm",541,35,10,18,0,0,Jelly6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Inertia hound",542,35,0,30,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Impact hound",543,35,0,30,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Sea troll",544,35,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Ooze elemental",545,35,0,80,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Young black dragon",546,35,2,60,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Wooly rhinoceros",547,35,0,55,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Giant fire ant",548,35,0,49,0,0,Ant,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Mature white dragon",549,35,5,65,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Xorn",550,36,0,80,0,0,Xorn,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Rogrog the Black Troll",551,36,10,70,0,0,Standard,9,-6,-3,-4,6,0,118,="20+12",="19+9",="30+12",-2,13,7,="90+30",="14+7"
"Mist giant",552,36,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Pattern ghost",553,36,10,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Grey wraith",554,36,0,0,0,0,Standard,-3,5,1,5,-1,-2,99,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"Revenant",555,36,15,0,0,0,Standard,-2,1,3,2,0,-1,99,="30+7",="34+10",="46+11",6,17,16,="53+21",="35+18"
"Young multi-hued dragon",556,36,3,60,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Raal's Tome of Destruction",557,36,10,150,0,0,Tome,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Colossus",558,36,-5,150,0,0,Standard,9,-7,-7,-3,7,2,139,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Young gold dragon",559,36,2,63,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Mature blue dragon",560,36,5,75,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Mature green dragon",561,36,5,70,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Mature bronze dragon",562,36,5,70,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Young red dragon",563,36,2,63,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Nightblade",564,36,10,0,0,0,Standard,-1,2,1,5,0,5,97,="50+15",="31+10",="48+10",11,56,44,="65+25",="41+11"
