Class,Realm,Index,Name,Level,Cost,Fail
"Sorcerer","Chaos",1,"Magic Missile",1,1,20
"Sorcerer","Chaos",2,"Trap / Door Destruction",1,2,22
"Sorcerer","Chaos",3,"Flash of Light",2,2,25
"Sorcerer","Chaos",4,"Touch of Confusion",5,5,30
"Sorcerer","Chaos",5,"Mana Burst",9,6,50
"Sorcerer","Chaos",6,"Fire Bolt",13,9,45
"Sorcerer","Chaos",7,"Fist of Force",14,9,45
"Sorcerer","Chaos",8,"Teleport Self",15,9,35
"Sorcerer","Chaos",9,"Wonder",17,10,25
"Sorcerer","Chaos",10,"Chaos Bolt",19,12,45
"Sorcerer","Chaos",11,"Sonic Boom",21,13,45
"Sorcerer","Chaos",12,"Doom Bolt",23,15,50
"Sorcerer","Chaos",13,"Fire Ball",25,16,50
"Sorcerer","Chaos",14,"Teleport Other",25,18,60
"Sorcerer","Chaos",15,"Word of Destruction",30,20,80
"Sorcerer","Chaos",16,"Invoke Logrus",32,40,85
"Sorcerer","Chaos",17,"Polymorph Other",11,7,45
"Sorcerer","Chaos",18,"Chain Lightning",15,15,80
"Sorcerer","Chaos",19,"Arcane Binding",16,14,80
"Sorcerer","Chaos",20,"Disintegrate",25,25,85
"Sorcerer","Chaos",21,"Alter Reality",30,25,85
"Sorcerer","Chaos",22,"Magic Rocket",35,41,80
"Sorcerer","Chaos",23,"Chaos Branding",45,90,80
"Sorcerer","Chaos",24,"Summon Demon",47,100,90
"Sorcerer","Chaos",25,"Beam of Gravity",20,20,66
"Sorcerer","Chaos",26,"Meteor Swarm",35,32,85
"Sorcerer","Chaos",27,"Flame Strike",37,34,75
"Sorcerer","Chaos",28,"Call Chaos",39,42,85
"Sorcerer","Chaos",29,"Polymorph Self",42,50,85
"Sorcerer","Chaos",30,"Mana Storm",45,58,85
"Sorcerer","Chaos",31,"Breathe Logrus",47,75,80
"Sorcerer","Chaos",32,"Call the Void",49,100,85
"Sorcerer","Death",1,"Detect Unlife",1,1,25
"Sorcerer","Death",2,"Malediction",2,2,25
"Sorcerer","Death",3,"Detect Evil",2,2,25
"Sorcerer","Death",4,"Stinking Cloud",3,3,27
"Sorcerer","Death",5,"Black Sleep",5,5,30
"Sorcerer","Death",6,"Undead Resistance",7,10,75
"Sorcerer","Death",7,"Horrify",9,9,30
"Sorcerer","Death",8,"Enslave Undead",10,10,30
"Sorcerer","Death",9,"Orb of Entropy",12,12,40
"Sorcerer","Death",10,"Nether Bolt",13,12,30
"Sorcerer","Death",11,"Cloud kill",18,15,50
"Sorcerer","Death",12,"Genocide One",24,21,60
"Sorcerer","Death",13,"Poison Branding",30,75,80
"Sorcerer","Death",14,"Vampiric Drain",32,30,60
"Sorcerer","Death",15,"Animate dead",36,35,80
"Sorcerer","Death",16,"Genocide",39,30,95
"Sorcerer","Death",17,"Berserk",10,20,80
"Sorcerer","Death",18,"Invoke Spirits",10,15,80
"Sorcerer","Death",19,"Dark Bolt",11,11,30
"Sorcerer","Death",20,"Battle Frenzy",30,25,75
"Sorcerer","Death",21,"Vampiric Branding",34,90,70
"Sorcerer","Death",22,"Vampirism True",36,35,60
"Sorcerer","Death",23,"Nether Wave",38,35,70
"Sorcerer","Death",24,"Darkness Storm",40,40,70
"Sorcerer","Death",25,"Death Ray",20,20,75
"Sorcerer","Death",26,"Raise the Dead",25,66,95
"Sorcerer","Death",27,"Esoteria",30,40,95
"Sorcerer","Death",28,"Polymorph Vampire",35,40,80
"Sorcerer","Death",29,"Restore Life",42,50,75
"Sorcerer","Death",30,"Mass Genocide",43,75,80
"Sorcerer","Death",31,"Nether Storm",45,58,85
"Sorcerer","Death",32,"Wraithform",47,100,90
"Sorcerer","Trump",1,"Phase Door",1,1,25
"Sorcerer","Trump",2,"Trump Spiders",3,3,25
"Sorcerer","Trump",3,"Shuffle",5,5,37
"Sorcerer","Trump",4,"Reset Recall",6,6,40
"Sorcerer","Trump",5,"Teleport",7,7,20
"Sorcerer","Trump",6,"Trump Spying",11,12,30
"Sorcerer","Trump",7,"Teleport Away",14,15,30
"Sorcerer","Trump",8,"Trump Animals",18,20,30
"Sorcerer","Trump",9,"Trump Reach",20,20,40
"Sorcerer","Trump",10,"Trump Kamikaze",23,20,35
"Sorcerer","Trump",11,"Phantasmal Servant",25,24,30
"Sorcerer","Trump",12,"Haste Monster",30,28,40
"Sorcerer","Trump",13,"Teleport Level",33,30,35
"Sorcerer","Trump",14,"Dimension Door",35,33,45
"Sorcerer","Trump",15,"Word of Recall",40,35,40
"Sorcerer","Trump",16,"Banish",42,40,35
"Sorcerer","Trump",17,"Swap Position",22,35,70
"Sorcerer","Trump",18,"Trump Undead",24,24,35
"Sorcerer","Trump",19,"Trump Reptiles",26,26,35
"Sorcerer","Trump",20,"Trump Monsters",30,25,35
"Sorcerer","Trump",21,"Trump Hounds",30,30,35
"Sorcerer","Trump",22,"Trump Branding",35,70,40
"Sorcerer","Trump",23,"Living Trump",40,100,45
"Sorcerer","Trump",24,"Trump Cyberdemon",45,100,45
"Sorcerer","Trump",25,"Trump Divination",30,30,30
"Sorcerer","Trump",26,"Trump Lore",35,50,45
"Sorcerer","Trump",27,"Heal Monster",36,55,40
"Sorcerer","Trump",28,"Trump Dragon",39,80,40
"Sorcerer","Trump",29,"Trump Meteor",41,45,70
"Sorcerer","Trump",30,"Trump Demon",47,100,40
"Sorcerer","Trump",31,"Trump Greater Undead",48,100,40
"Sorcerer","Trump",32,"Trump Ancient Dragon",49,100,40
"Sorcerer","Arcane",1,"Zap",1,1,20
"Sorcerer","Arcane",2,"Wizard Lock",1,1,33
"Sorcerer","Arcane",3,"Detect Invisibility",1,1,33
"Sorcerer","Arcane",4,"Detect Monsters",2,1,33
"Sorcerer","Arcane",5,"Blink",2,2,33
"Sorcerer","Arcane",6,"Light Area",4,4,40
"Sorcerer","Arcane",7,"Trap & Door Destruction",5,5,33
"Sorcerer","Arcane",8,"Cure Light Wounds",6,5,44
"Sorcerer","Arcane",9,"Detect Doors & Traps",7,6,40
"Sorcerer","Arcane",10,"Phlogiston",8,8,60
"Sorcerer","Arcane",11,"Detect Treasure",9,8,50
"Sorcerer","Arcane",12,"Detect Enchantment",9,9,50
"Sorcerer","Arcane",13,"Detect Objects",9,9,50
"Sorcerer","Arcane",14,"Cure Poison",11,10,50
"Sorcerer","Arcane",15,"Resist Cold",12,12,50
"Sorcerer","Arcane",16,"Resist Fire",13,12,50
"Sorcerer","Arcane",17,"Resist Lightning",14,12,50
"Sorcerer","Arcane",18,"Resist Acid",15,12,50
"Sorcerer","Arcane",19,"Cure Medium Wounds",16,14,33
"Sorcerer","Arcane",20,"Teleport",18,15,50
"Sorcerer","Arcane",21,"Identify",20,20,60
"Sorcerer","Arcane",22,"Stone to Mud",22,16,60
"Sorcerer","Arcane",23,"Ray of Light",25,18,60
"Sorcerer","Arcane",24,"Satisfy Hunger",28,20,70
"Sorcerer","Arcane",25,"See Invisible",28,20,60
"Sorcerer","Arcane",26,"Resist Poison",31,25,70
"Sorcerer","Arcane",27,"Teleport Level",35,35,80
"Sorcerer","Arcane",28,"Teleport Away",40,30,70
"Sorcerer","Arcane",29,"Recharging",41,30,66
"Sorcerer","Arcane",30,"Detection",42,30,80
"Sorcerer","Arcane",31,"Word of Recall",45,50,70
"Sorcerer","Arcane",32,"Clairvoyance",49,100,80
"Sorcerer","Craft",1,"Minor Enchantment",1,1,20
"Sorcerer","Craft",2,"Regeneration",2,2,20
"Sorcerer","Craft",3,"Satisfy Hunger",3,3,30
"Sorcerer","Craft",4,"Resist Cold",5,5,35
"Sorcerer","Craft",5,"Resist Fire",6,5,35
"Sorcerer","Craft",6,"Heroism",8,6,45
"Sorcerer","Craft",7,"Resist Lightning",9,5,35
"Sorcerer","Craft",8,"Resist Acid",10,5,35
"Sorcerer","Craft",9,"See Invisibility",12,12,45
"Sorcerer","Craft",10,"Remove Curse",15,14,40
"Sorcerer","Craft",11,"Resist Poison",17,15,60
"Sorcerer","Craft",12,"Berserk",20,17,75
"Sorcerer","Craft",13,"Self Knowledge",23,18,85
"Sorcerer","Craft",14,"Identify",26,22,50
"Sorcerer","Craft",15,"Curing",29,30,60
"Sorcerer","Craft",16,"Elemental Branding",38,65,95
"Sorcerer","Craft",17,"Telepathy",12,12,45
"Sorcerer","Craft",18,"Stone Skin",14,10,75
"Sorcerer","Craft",19,"Resistance",20,20,85
"Sorcerer","Craft",20,"Haste Self",24,12,60
"Sorcerer","Craft",21,"Whirlwind Attack",30,35,60
"Sorcerer","Craft",22,"Polish Shield",34,50,70
"Sorcerer","Craft",23,"Weaponmastery",41,80,90
"Sorcerer","Craft",24,"Magical Armor",45,55,70
"Sorcerer","Craft",25,"Remove All Curse",14,14,65
"Sorcerer","Craft",26,"Walk through Wall",30,55,80
"Sorcerer","Craft",27,"Knowledge True",36,45,90
"Sorcerer","Craft",28,"Enchantment",38,100,95
"Sorcerer","Craft",29,"Crafting",40,100,90
"Sorcerer","Craft",30,"Living Trump",43,100,70
"Sorcerer","Craft",31,"Immunity",47,70,80
"Sorcerer","Craft",32,"Mana Branding",50,70,80
"Sorcerer","Daemon",1,"Magic Missile",1,1,20
"Sorcerer","Daemon",2,"Detect Unlife",2,1,22
"Sorcerer","Daemon",3,"Evil Bless",3,2,25
"Sorcerer","Daemon",4,"Resist Fire",4,5,30
"Sorcerer","Daemon",5,"Horrify",7,5,45
"Sorcerer","Daemon",6,"Nether Bolt",10,7,40
"Sorcerer","Daemon",7,"Summon Manes",11,9,35
"Sorcerer","Daemon",8,"Hellish Flame",13,13,40
"Sorcerer","Daemon",9,"Dominate Demon",15,14,45
"Sorcerer","Daemon",10,"Vision",17,15,60
"Sorcerer","Daemon",11,"Resist Nether",20,18,50
"Sorcerer","Daemon",12,"Plasma bolt",23,15,50
"Sorcerer","Daemon",13,"Fire Ball",25,16,50
"Sorcerer","Daemon",14,"Fire Branding",30,75,80
"Sorcerer","Daemon",15,"Nether Ball",32,28,70
"Sorcerer","Daemon",16,"Summon Demon",36,70,85
"Sorcerer","Daemon",17,"Devilish Eye",12,12,45
"Sorcerer","Daemon",18,"Devilish Cloak",15,20,60
"Sorcerer","Daemon",19,"The Flow of Lava",25,22,65
"Sorcerer","Daemon",20,"Plasma Ball",34,30,80
"Sorcerer","Daemon",21,"Polymorph Demon",35,40,80
"Sorcerer","Daemon",22,"Nether Wave",36,35,85
"Sorcerer","Daemon",23,"Kiss of Succubus",37,40,85
"Sorcerer","Daemon",24,"Doom Hand",44,80,80
"Sorcerer","Daemon",25,"Raise the Morale",9,9,50
"Sorcerer","Daemon",26,"Immortal Body",26,25,85
"Sorcerer","Daemon",27,"Insanity Circle",36,35,80
"Sorcerer","Daemon",28,"Explode Pets",41,50,85
"Sorcerer","Daemon",29,"Summon Greater Demon",43,100,90
"Sorcerer","Daemon",30,"Hellfire",45,95,90
"Sorcerer","Daemon",31,"Send to Hell",47,85,80
"Sorcerer","Daemon",32,"Polymorph Demonlord",49,80,85
"Sorcerer","Crusade",1,"Punishment",1,1,20
"Sorcerer","Crusade",2,"Detect Evil",2,1,15
"Sorcerer","Crusade",3,"Remove Fear",4,3,25
"Sorcerer","Crusade",4,"Scare Monster",6,4,30
"Sorcerer","Crusade",5,"Sanctuary",7,5,34
"Sorcerer","Crusade",6,"Portal",9,7,30
"Sorcerer","Crusade",7,"Star Dust",10,10,45
"Sorcerer","Crusade",8,"Purify",15,11,55
"Sorcerer","Crusade",9,"Scatter Evil",17,15,55
"Sorcerer","Crusade",10,"Holy Orb",17,14,50
"Sorcerer","Crusade",11,"Exorcism",21,19,60
"Sorcerer","Crusade",12,"Remove Curse",23,20,70
"Sorcerer","Crusade",13,"Sense Unseen",26,24,50
"Sorcerer","Crusade",14,"Protection from Evil",29,23,60
"Sorcerer","Crusade",15,"Judgment Thunder",34,32,85
"Sorcerer","Crusade",16,"Holy Word",40,35,85
"Sorcerer","Crusade",17,"Unbarring Ways",6,5,33
"Sorcerer","Crusade",18,"Arrest",18,14,50
"Sorcerer","Crusade",19,"Angelic Cloak",21,16,60
"Sorcerer","Crusade",20,"Dispel Undead & Demons",25,20,65
"Sorcerer","Crusade",21,"Dispel Evil",32,27,70
"Sorcerer","Crusade",22,"Holy Blade",34,75,95
"Sorcerer","Crusade",23,"Star Burst",35,45,70
"Sorcerer","Crusade",24,"Summon Angel",44,100,90
"Sorcerer","Crusade",25,"Heroism",9,9,50
"Sorcerer","Crusade",26,"Dispel Curse",30,35,80
"Sorcerer","Crusade",27,"Banish Evil",32,32,75
"Sorcerer","Crusade",28,"Armageddon",36,22,80
"Sorcerer","Crusade",29,"An Eye for an Eye",40,40,80
"Sorcerer","Crusade",30,"Wrath of the God",43,65,90
"Sorcerer","Crusade",31,"Divine Intervention",46,90,90
"Sorcerer","Crusade",32,"Crusade",48,100,85
"Sorcerer","Armageddon",1,"Lightning Bolt",1,3,30
"Sorcerer","Armageddon",2,"Frost Bolt",3,3,30
"Sorcerer","Armageddon",3,"Fire Bolt",5,4,40
"Sorcerer","Armageddon",4,"Acid Bolt",7,5,40
"Sorcerer","Armageddon",5,"Lightning Ball",9,7,40
"Sorcerer","Armageddon",6,"Frost Ball",11,8,45
"Sorcerer","Armageddon",7,"Fire Ball",13,12,45
"Sorcerer","Armageddon",8,"Acid Ball",15,13,50
"Sorcerer","Armageddon",9,"Shard Bolt",17,13,50
"Sorcerer","Armageddon",10,"Gravity Bolt",20,17,60
"Sorcerer","Armageddon",11,"Plasma Bolt",22,19,60
"Sorcerer","Armageddon",12,"Meteor",23,25,60
"Sorcerer","Armageddon",13,"Thunderclap",25,25,60
"Sorcerer","Armageddon",14,"Windblast",30,27,60
"Sorcerer","Armageddon",15,"Hellstorm",32,30,60
"Sorcerer","Armageddon",16,"Rocket",34,40,60
"Sorcerer","Armageddon",17,"Ice Bolt",20,20,60
"Sorcerer","Armageddon",18,"Water Ball",22,25,60
"Sorcerer","Armageddon",19,"Breathe Lightning",25,25,60
"Sorcerer","Armageddon",20,"Breathe Frost",26,26,60
"Sorcerer","Armageddon",21,"Breathe Fire",27,27,70
"Sorcerer","Armageddon",22,"Breathe Acid",30,28,70
"Sorcerer","Armageddon",23,"Breathe Plasma",32,33,70
"Sorcerer","Armageddon",24,"Breathe Gravity",40,35,70
"Sorcerer","Armageddon",25,"Mana Bolt",22,15,50
"Sorcerer","Armageddon",26,"Plasma Ball",25,22,60
"Sorcerer","Armageddon",27,"Mana Ball",35,27,70
"Sorcerer","Armageddon",28,"Breathe Sound",39,30,70
"Sorcerer","Armageddon",29,"Breathe Inertia",42,30,70
"Sorcerer","Armageddon",30,"Breathe Disintegration",43,50,80
"Sorcerer","Armageddon",31,"Breathe Mana",45,50,85
"Sorcerer","Armageddon",32,"Breathe Shards",47,55,85
"Red-Mage","Life",1,"Cure Light Wounds",2,2,30
"Red-Mage","Life",2,"Bless",4,4,35
"Red-Mage","Life",3,"Regeneration",5,5,35
"Red-Mage","Life",4,"Call Light",7,8,35
"Red-Mage","Life",5,"Detect Doors & Traps",9,9,35
"Red-Mage","Life",6,"Cure Medium Wounds",11,10,40
"Red-Mage","Life",7,"Cure Poison",15,15,40
"Red-Mage","Life",8,"Satisfy Hunger",18,18,45
"Red-Mage","Life",9,"Remove Curse",20,20,45
"Red-Mage","Life",10,"Fasting",23,23,50
"Red-Mage","Life",11,"Cure Critical Wounds",26,25,50
"Red-Mage","Life",12,"Resist Heat and Cold",30,28,50
"Red-Mage","Life",13,"Sense Surroundings",34,30,50
"Red-Mage","Life",14,"Turn Undead",38,32,50
"Red-Mage","Life",15,"Healing",42,38,55
"Red-Mage","Life",16,"Glyph of Warding",45,80,75
"Red-Mage","Sorcery",1,"Detect Monsters",3,1,50
"Red-Mage","Sorcery",2,"Phase Door",5,2,55
"Red-Mage","Sorcery",3,"Detect Doors and Traps",7,3,65
"Red-Mage","Sorcery",4,"Light Area",8,4,65
"Red-Mage","Sorcery",5,"Confuse Monster",12,7,75
"Red-Mage","Sorcery",6,"Teleport",15,8,75
"Red-Mage","Sorcery",7,"Sleep Monster",18,10,75
"Red-Mage","Sorcery",8,"Recharging",22,13,80
"Red-Mage","Sorcery",9,"Magic Mapping",26,16,80
"Red-Mage","Sorcery",10,"Mass Identify",29,17,80
"Red-Mage","Sorcery",11,"Slow Monster",32,19,75
"Red-Mage","Sorcery",12,"Mass Stasis",34,23,80
"Red-Mage","Sorcery",13,"Teleport Away",35,26,80
"Red-Mage","Sorcery",14,"Haste Self",39,29,70
"Red-Mage","Sorcery",15,"Detection True",42,35,80
"Red-Mage","Sorcery",16,"Identify True",46,40,75
"Red-Mage","Nature",1,"Detect Creatures",3,1,35
"Red-Mage","Nature",2,"Lightning",4,3,40
"Red-Mage","Nature",3,"Detect Doors and Traps",6,5,40
"Red-Mage","Nature",4,"Produce Food",7,8,55
"Red-Mage","Nature",5,"Daylight",9,8,50
"Red-Mage","Nature",6,"Wind Walker",10,8,50
"Red-Mage","Nature",7,"Resist Environment",12,9,50
"Red-Mage","Nature",8,"Cure Wounds & Poison",14,10,45
"Red-Mage","Nature",9,"Stone to Mud",16,10,80
"Red-Mage","Nature",10,"Frost Bolt",18,12,40
"Red-Mage","Nature",11,"Nature Awareness",19,13,40
"Red-Mage","Nature",12,"Fire Bolt",21,15,55
"Red-Mage","Nature",13,"Ray of Sunlight",23,15,55
"Red-Mage","Nature",14,"Entangle",26,27,65
"Red-Mage","Nature",15,"Nature's Gate",37,38,75
"Red-Mage","Chaos",1,"Magic Missile",3,2,20
"Red-Mage","Chaos",2,"Trap / Door Destruction",4,3,35
"Red-Mage","Chaos",3,"Flash of Light",6,4,35
"Red-Mage","Chaos",4,"Touch of Confusion",9,6,45
"Red-Mage","Chaos",5,"Mana Burst",16,14,40
"Red-Mage","Chaos",6,"Fire Bolt",23,18,50
"Red-Mage","Chaos",7,"Fist of Force",26,24,60
"Red-Mage","Chaos",8,"Teleport Self",28,25,60
"Red-Mage","Chaos",9,"Wonder",29,26,60
"Red-Mage","Chaos",10,"Chaos Bolt",32,29,60
"Red-Mage","Chaos",11,"Sonic Boom",35,35,70
"Red-Mage","Chaos",12,"Doom Bolt",38,36,70
"Red-Mage","Chaos",13,"Fire Ball",41,40,75
"Red-Mage","Chaos",14,"Teleport Other",43,35,65
"Red-Mage","Chaos",15,"Word of Destruction",46,38,95
"Red-Mage","Chaos",16,"Invoke Logrus",49,60,85
"Red-Mage","Death",1,"Detect Unlife",2,2,25
"Red-Mage","Death",2,"Malediction",4,2,25
"Red-Mage","Death",3,"Detect Evil",6,4,25
"Red-Mage","Death",4,"Stinking Cloud",8,6,27
"Red-Mage","Death",5,"Black Sleep",11,10,30
"Red-Mage","Death",6,"Undead Resistance",14,13,75
"Red-Mage","Death",7,"Horrify",16,14,30
"Red-Mage","Death",8,"Enslave Undead",20,18,40
"Red-Mage","Death",9,"Orb of Entropy",22,21,40
"Red-Mage","Death",10,"Nether Bolt",25,22,30
"Red-Mage","Death",11,"Cloud kill",27,27,50
"Red-Mage","Death",12,"Genocide One",35,35,85
"Red-Mage","Death",13,"Poison Branding",38,90,90
"Red-Mage","Death",14,"Vampiric Drain",41,38,60
"Red-Mage","Death",15,"Animate dead",48,50,80
"Red-Mage","Trump",1,"Phase Door",3,2,25
"Red-Mage","Trump",2,"Trump Spiders",7,5,25
"Red-Mage","Trump",3,"Shuffle",9,8,37
"Red-Mage","Trump",4,"Reset Recall",12,10,40
"Red-Mage","Trump",5,"Teleport",15,12,20
"Red-Mage","Trump",6,"Trump Spying",18,17,30
"Red-Mage","Trump",7,"Teleport Away",21,23,30
"Red-Mage","Trump",8,"Trump Animals",25,30,30
"Red-Mage","Trump",9,"Trump Reach",29,25,40
"Red-Mage","Trump",10,"Trump Kamikaze",32,27,35
"Red-Mage","Trump",11,"Phantasmal Servant",35,30,30
"Red-Mage","Trump",12,"Haste Monster",38,40,40
"Red-Mage","Trump",13,"Teleport Level",42,44,35
"Red-Mage","Trump",14,"Dimension Door",44,45,45
"Red-Mage","Trump",15,"Word of Recall",47,51,40
"Red-Mage","Trump",16,"Banish",49,55,35
"Red-Mage","Arcane",1,"Zap",1,1,20
"Red-Mage","Arcane",2,"Wizard Lock",2,1,33
"Red-Mage","Arcane",3,"Detect Invisibility",3,2,33
"Red-Mage","Arcane",4,"Detect Monsters",4,3,33
"Red-Mage","Arcane",5,"Blink",5,4,33
"Red-Mage","Arcane",6,"Light Area",7,6,40
"Red-Mage","Arcane",7,"Trap & Door Destruction",8,7,33
"Red-Mage","Arcane",8,"Cure Light Wounds",9,8,44
"Red-Mage","Arcane",9,"Detect Doors & Traps",10,9,40
"Red-Mage","Arcane",10,"Phlogiston",11,10,60
"Red-Mage","Arcane",11,"Detect Treasure",13,12,50
"Red-Mage","Arcane",12,"Detect Enchantment",14,13,50
"Red-Mage","Arcane",13,"Detect Objects",15,13,50
"Red-Mage","Arcane",14,"Cure Poison",16,14,50
"Red-Mage","Arcane",15,"Resist Cold",18,15,50
"Red-Mage","Arcane",16,"Resist Fire",19,16,50
"Red-Mage","Arcane",17,"Resist Lightning",20,17,50
"Red-Mage","Arcane",18,"Resist Acid",21,18,50
"Red-Mage","Arcane",19,"Cure Medium Wounds",22,19,33
"Red-Mage","Arcane",20,"Teleport",24,23,50
"Red-Mage","Arcane",21,"Identify",26,32,60
"Red-Mage","Arcane",22,"Stone to Mud",27,28,60
"Red-Mage","Arcane",23,"Ray of Light",30,29,60
"Red-Mage","Arcane",24,"Satisfy Hunger",33,32,70
"Red-Mage","Arcane",25,"See Invisible",36,35,60
"Red-Mage","Arcane",26,"Resist Poison",39,38,80
"Red-Mage","Arcane",27,"Teleport Level",42,41,80
"Red-Mage","Arcane",28,"Teleport Away",46,43,70
"Red-Mage","Arcane",29,"Recharging",48,46,66
"Red-Mage","Arcane",30,"Detection",49,48,80
"Red-Mage","Arcane",31,"Word of Recall",50,70,70
"Red-Mage","Craft",1,"Minor Enchantment",2,2,40
"Red-Mage","Craft",2,"Regeneration",4,4,40
"Red-Mage","Craft",3,"Satisfy Hunger",7,6,45
"Red-Mage","Craft",4,"Resist Cold",10,12,50
"Red-Mage","Craft",5,"Resist Fire",13,12,50
"Red-Mage","Craft",6,"Heroism",16,14,55
"Red-Mage","Craft",7,"Resist Lightning",19,12,50
"Red-Mage","Craft",8,"Resist Acid",21,12,50
"Red-Mage","Craft",9,"See Invisibility",25,20,55
"Red-Mage","Craft",10,"Remove Curse",29,23,60
"Red-Mage","Craft",11,"Resist Poison",32,27,65
"Red-Mage","Craft",12,"Berserk",36,31,75
"Red-Mage","Craft",13,"Self Knowledge",38,26,70
"Red-Mage","Craft",14,"Identify",41,40,70
"Red-Mage","Craft",15,"Curing",44,38,55
"Red-Mage","Daemon",1,"Magic Missile",3,2,20
"Red-Mage","Daemon",2,"Detect Unlife",5,3,35
"Red-Mage","Daemon",3,"Evil Bless",7,5,35
"Red-Mage","Daemon",4,"Resist Fire",10,8,45
"Red-Mage","Daemon",5,"Horrify",14,9,40
"Red-Mage","Daemon",6,"Nether Bolt",20,13,60
"Red-Mage","Daemon",7,"Summon Manes",23,18,60
"Red-Mage","Daemon",8,"Hellish Flame",25,25,60
"Red-Mage","Daemon",9,"Dominate Demon",28,27,60
"Red-Mage","Daemon",10,"Vision",32,29,70
"Red-Mage","Daemon",11,"Resist Nether",35,33,70
"Red-Mage","Daemon",12,"Plasma bolt",38,36,75
"Red-Mage","Daemon",13,"Fire Ball",41,40,75
"Red-Mage","Daemon",14,"Fire Branding",42,90,90
"Red-Mage","Daemon",15,"Nether Ball",47,50,75
"Red-Mage","Daemon",16,"Summon Demon",49,111,90
"Red-Mage","Crusade",1,"Punishment",2,1,20
"Red-Mage","Crusade",2,"Detect Evil",3,3,30
"Red-Mage","Crusade",3,"Remove Fear",7,8,35
"Red-Mage","Crusade",4,"Scare Monster",12,11,40
"Red-Mage","Crusade",5,"Sanctuary",16,16,55
"Red-Mage","Crusade",6,"Portal",19,16,50
"Red-Mage","Crusade",7,"Star Dust",22,22,55
"Red-Mage","Crusade",8,"Purify",25,19,60
"Red-Mage","Crusade",9,"Scatter Evil",27,27,55
"Red-Mage","Crusade",10,"Holy Orb",29,28,80
"Red-Mage","Crusade",11,"Exorcism",33,32,50
"Red-Mage","Crusade",12,"Remove Curse",35,30,55
"Red-Mage","Crusade",13,"Sense Unseen",37,37,70
"Red-Mage","Crusade",14,"Protection from Evil",40,35,70
"Red-Mage","Crusade",15,"Judgment Thunder",45,55,85
"Red-Mage","Crusade",16,"Holy Word",48,65,80
"Red-Mage","Armageddon",1,"Lightning Bolt",15,13,30
"Red-Mage","Armageddon",2,"Frost Bolt",17,13,50
"Red-Mage","Armageddon",3,"Fire Bolt",19,14,50
"Red-Mage","Armageddon",4,"Acid Bolt",21,15,50
"Red-Mage","Armageddon",5,"Lightning Ball",24,23,50
"Red-Mage","Armageddon",6,"Frost Ball",26,25,55
"Red-Mage","Armageddon",7,"Fire Ball",28,27,55
"Red-Mage","Armageddon",8,"Acid Ball",30,29,60
"Red-Mage","Armageddon",9,"Shard Bolt",33,31,70
"Red-Mage","Armageddon",10,"Gravity Bolt",35,34,70
"Red-Mage","Armageddon",11,"Plasma Bolt",37,36,70
"Red-Mage","Armageddon",12,"Meteor",40,40,80
"Red-Mage","Armageddon",13,"Thunderclap",42,50,80
"Red-Mage","Armageddon",14,"Windblast",45,70,80
"Red-Mage","Armageddon",15,"Hellstorm",50,80,95
"Force-Trainer","Life",1,"Cure Light Wounds",1,1,30
"Force-Trainer","Life",2,"Bless",2,2,35
"Force-Trainer","Life",3,"Regeneration",3,3,35
"Force-Trainer","Life",4,"Call Light",4,4,35
"Force-Trainer","Life",5,"Detect Doors & Traps",5,5,35
"Force-Trainer","Life",6,"Cure Medium Wounds",8,6,40
"Force-Trainer","Life",7,"Cure Poison",11,10,40
"Force-Trainer","Life",8,"Satisfy Hunger",13,12,45
"Force-Trainer","Life",9,"Remove Curse",15,12,45
"Force-Trainer","Life",10,"Fasting",16,15,50
"Force-Trainer","Life",11,"Cure Critical Wounds",17,15,50
"Force-Trainer","Life",12,"Resist Heat and Cold",18,16,50
"Force-Trainer","Life",13,"Sense Surroundings",19,16,50
"Force-Trainer","Life",14,"Turn Undead",20,18,50
"Force-Trainer","Life",15,"Healing",30,25,55
"Force-Trainer","Life",16,"Glyph of Warding",35,70,75
"Force-Trainer","Life",17,"Dispel Curse",26,26,50
"Force-Trainer","Life",18,"Perception",28,25,70
"Force-Trainer","Life",19,"Dispel Undead",32,32,60
"Force-Trainer","Life",20,"Sustaining",35,35,60
"Force-Trainer","Life",21,"Cure Mutation",35,35,70
"Force-Trainer","Life",22,"Word of Recall",35,55,80
"Force-Trainer","Life",23,"Transcendence",39,40,80
"Force-Trainer","Life",24,"Warding True",46,64,80
"Force-Trainer","Life",25,"Sterilization",9,15,50
"Force-Trainer","Life",26,"Detection",25,25,50
"Force-Trainer","Life",27,"Annihilate Undead",35,45,80
"Force-Trainer","Life",28,"Clairvoyance",42,84,80
"Force-Trainer","Life",29,"Restoration",45,64,80
"Force-Trainer","Life",30,"Healing True",48,40,80
"Force-Trainer","Life",31,"Holy Vision",49,100,90
"Force-Trainer","Life",32,"Ultimate Resistance",50,100,80
"Force-Trainer","Nature",1,"Detect Creatures",1,1,35
"Force-Trainer","Nature",2,"Lightning",3,3,40
"Force-Trainer","Nature",3,"Detect Doors and Traps",4,4,40
"Force-Trainer","Nature",4,"Produce Food",7,7,55
"Force-Trainer","Nature",5,"Daylight",7,7,50
"Force-Trainer","Nature",6,"Wind Walker",7,7,50
"Force-Trainer","Nature",7,"Resist Environment",8,8,50
"Force-Trainer","Nature",8,"Cure Wounds & Poison",9,9,45
